"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "klasa"
"1" -29.7214219723548 42.5078189612673 -25.9258996326141 14.0838150680827 37.681039214923 -26.5486617228246 13.5304433824065 -2.62855206078103 -11.0402121555857 "C"
"2" -48.0218540368337 48.8353776619057 -6.76078021368721 13.5528108814776 17.2013340449027 -29.4571790778527 15.1341001400701 -8.59410924305848 -6.85025539099573 "C"
"3" -35.8715977839912 51.1249404843037 -22.9669672712332 22.2564927184274 28.9318486830486 -33.0016590451305 12.5282692690633 -6.71680140638383 -7.22050486513764 "C"
"4" 18.8634011286248 24.6137813876482 6.28545132771837 -34.600211709874 10.1069162273357 8.31816186997487 16.644610846869 -31.3304728771324 -29.3075036609973 "A"
"5" -39.4759994823301 43.2311532951235 -30.9542680500397 19.0350308286383 25.5838034467977 -34.2568768178952 20.0985794605251 -13.4802393038506 -2.66388563852628 "C"
"6" -19.131688039476 19.0483280485193 9.91757528785924 -2.69280321362003 -18.1637326335423 -8.27539611236857 -8.90241426083977 -5.08426346294248 -15.840340788299 "B"
"7" -17.2626551681259 20.1122499081909 13.9772369368154 -0.812404061722218 -3.17642796221392 3.50506020850693 -15.5238923335831 3.5381364580002 -19.3259137258501 "B"
"8" 8.20200498459964 39.2127950094559 2.32306584966224 -24.986204462435 14.3589619570559 1.96842468448994 11.7607691138951 -27.7542139614771 -30.1288366689952 "A"
"9" 17.7345984709846 21.6480125626834 -7.81030273213387 -34.9030719133762 21.6102989193697 8.72371445590164 16.5030548166849 -28.5630782203073 -26.1234291850568 "A"
"10" -36.2628077777738 50.3346526403963 -28.9969387850277 20.7859643547117 27.5523211789806 -37.8394049220011 14.6757826841665 -8.93048387381189 4.62847730838918 "C"
"11" -36.2515762718232 45.5206750102399 -24.2686637857991 22.7950731601467 34.1912880778019 -21.3383210424879 13.4477635465714 -7.0056121399385 -0.821096915558028 "C"
"12" -23.1125501764438 53.2964364771147 -34.6246282708359 19.048737626823 42.658269742071 -27.9366493421374 12.1294689633866 -4.92727555522455 -7.44667106316203 "C"
"13" -15.9549340739376 13.6777609159371 11.9807951252334 2.29531447777141 -22.9862862797733 -1.26178890948861 -6.88626499214123 -7.87905692556465 -15.0294072634262 "B"
"14" 4.26052006973913 28.276442895119 -7.75702339144131 -33.2403004102902 18.4518451101244 3.64102202620111 17.5068706786785 -29.9022852223882 -29.2004697614334 "A"
"15" -28.560741699941 17.8130186217263 12.2665247879665 -0.51201083622453 -24.9418713791152 -9.41900003841272 -6.23685058450226 -8.38137186060263 -16.1993740069019 "B"
"16" -32.5293954561472 48.4509529438148 -30.3683308568604 19.7169080576702 34.1049340033729 -26.9083086968126 15.1783811857381 -9.82412991049038 0.780790737118072 "C"
"17" -12.8397245104173 11.081797317425 7.29010698478929 3.26828386638818 -4.36529083076409 9.13988805280405 -11.7641252829094 -1.40728469481878 -13.791892428709 "B"
"18" 11.5332452463094 35.6996404970323 -10.855856248172 -34.6490513690267 22.8175640576202 0.686624840361346 14.4807594426651 -29.1251154618626 -23.8464595153558 "A"
"19" -25.25818858635 18.7324375265577 21.4030423694308 4.74972672826967 -14.467495364986 3.60520081460098 -12.4282023725556 -1.08496041738193 -23.9715278819229 "B"
"20" -14.4625114218799 14.2024806021861 11.8389078585209 -0.401175166683064 -6.26598145306822 6.53701183381393 -11.3925192648483 -1.43802351746456 -19.473449785359 "B"
"21" -22.8500138476264 51.8507269542853 -39.0234058883739 23.0129304820711 37.2084642183843 -36.8484362702367 14.7174503923992 -9.67337040804474 -4.76142628125912 "C"
