"atr1" "atr2" "klasa"
"1" 86.1636070716195 42.8891605460085 "klasa 3"
"2" 78.9908746190369 50.1096808303148 "klasa 3"
"3" 72.8345595029183 48.9353005985729 "klasa 3"
"4" 68.9969685169868 48.9857203802094 "klasa 3"
"5" 73.9526748063043 43.1636520722881 "klasa 3"
"6" 83.0485607664101 24.9701322444715 "klasa 3"
"7" 87.1233554941602 26.9368590194732 "klasa 3"
"8" 83.8990763411857 19.8544807660393 "klasa 3"
"9" 83.9840444580652 38.8179325831123 "klasa 3"
"10" 81.1335752049461 42.9465463384055 "klasa 3"
"11" 77.9139307741076 44.9524636422284 "klasa 3"
"12" 76.0913787885569 41.8173659332097 "klasa 3"
"13" 78.9064078093506 39.1744295326062 "klasa 3"
"14" 80.8521088216454 34.073928872589 "klasa 3"
"15" 82.9767052697018 29.894989546854 "klasa 3"
"16" 66.1447866736911 17.0526592928916 "klasa 3"
"17" 64.8764812135138 20.8435464342125 "klasa 3"
"18" 60.8166659086943 24.9136189484969 "klasa 3"
"19" 69.1300227826461 15.0250542816706 "klasa 3"
"20" 74.8869209000841 15.1613104108721 "klasa 3"
"21" 76.853503653314 21.841747819446 "klasa 3"
"22" 78.8649627542123 23.033884739317 "klasa 3"
"23" 76.8497621726245 27.0381097405218 "klasa 3"
"24" 77.1988304024562 31.0893623722717 "klasa 3"
"25" 73.097791886609 37.1553125429898 "klasa 3"
"26" 76.0044826591387 36.9059948381968 "klasa 3"
"27" 71.0382409981452 42.1418724830262 "klasa 3"
"28" 72.0779030470178 32.1457731597126 "klasa 3"
"29" 73.0303855489939 24.9134248007089 "klasa 3"
"30" 71.9779102668166 19.0958353692666 "klasa 3"
"31" 68.9818065769039 19.9390842730179 "klasa 3"
"32" 69.9765555103309 23.8157950153574 "klasa 3"
"33" 66.9239977279678 34.9782386792824 "klasa 3"
"34" 65.8390996046364 40.8162595816888 "klasa 3"
"35" 61.9870779860765 35.8063538120128 "klasa 3"
"36" 64.9447737744078 30.1798122004606 "klasa 3"
"37" 64.8716950727627 27.084370132722 "klasa 3"
"38" 47.8609613354318 62.9195418608375 "klasa 1"
"39" 48.0162708731368 70.0108242018148 "klasa 1"
"40" 47.9678501183167 78.1434152522124 "klasa 1"
"41" 38.9654052978382 86.0832291989587 "klasa 1"
"42" 41.9071017377079 82.9522537318058 "klasa 1"
"43" 47.1169169131666 82.088565060962 "klasa 1"
"44" 40.8999538319185 74.0747446535155 "klasa 1"
"45" 44.9452646072954 72.8569756806828 "klasa 1"
"46" 43.8987637778744 61.8923377982341 "klasa 1"
"47" 40.0979734949768 62.0159181462601 "klasa 1"
"48" 43.9855657791719 68.0124848253094 "klasa 1"
"49" 37.0934918425046 69.8850872305222 "klasa 1"
"50" 34.0174244398251 62.1067860800773 "klasa 1"
"51" 29.0249060246162 71.0838510770351 "klasa 1"
"52" 30.0280293009244 68.980915613845 "klasa 1"
"53" 40.0451247312129 67.8520636890084 "klasa 1"
"54" 30.0318707656115 86.0801004396751 "klasa 1"
"55" 39.9314418610185 77.8901905815117 "klasa 1"
"56" 34.826715078298 76.9770696196705 "klasa 1"
"57" 35.8804453522898 82.8895452294499 "klasa 1"
"58" 33.1531358910725 71.0793348245323 "klasa 1"
"59" 32.0900606239215 67.9720914057456 "klasa 1"
"60" 29.852456588205 75.1267111971974 "klasa 1"
"61" 30.9366317403503 78.8953966309316 "klasa 1"
"62" 17.1469425277784 30.0537269921973 "klasa 2"
"63" 18.8457281518728 15.0009786440991 "klasa 2"
"64" 19.1901746224612 10.8528655656613 "klasa 2"
"65" 22.8708259269595 12.9096374641173 "klasa 2"
"66" 19.0352435976267 22.9894649526104 "klasa 2"
"67" 19.1667659324594 29.9056599102914 "klasa 2"
"68" 10.0744545255788 29.8482946530916 "klasa 2"
"69" 14.1455627369694 27.1148667564616 "klasa 2"
"70" 17.0959549576044 19.8372800638899 "klasa 2"
"71" 15.8720632740296 14.1852902971208 "klasa 2"
"72" 14.1977308725007 7.12982452483848 "klasa 2"
"73" 8.80740926833823 11.0656047870405 "klasa 2"
"74" 7.0528904447332 7.07894570436329 "klasa 2"
"75" 11.9284363623708 16.8897844268009 "klasa 2"
"76" 14.15478137834 22.154111846257 "klasa 2"
"77" 7.00616440456361 27.8367033084854 "klasa 2"
"78" 8.05057287570089 21.9285111483186 "klasa 2"
"79" 5.86076478539035 15.8189778846689 "klasa 2"
"80" 3.80727210072801 21.9514260866679 "klasa 2"
